Sweep Start (s), 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, 
0.5061, -91.33911, -89.72168, -88.25684, -86.42578, -84.53369, -82.79419, -80.96313, -78.15552, -75.59204, -72.35718, -68.29834, -63.26294, -57.9834, -51.17798, -44.49463, -44.06738, -44.18945, -39.21509, -39.73389, -30.63965, 
0.5062, -91.06445, -89.63013, -87.98218, -86.48682, -84.44214, -82.82471, -80.59692, -78.58276, -75.43945, -72.20459, -68.32886, -63.5376, -57.80029, -51.23901, -44.34204, -44.00635, -44.28101, -38.94043, -39.67285, -30.09033, 
0.5063, -91.40015, -89.66064, -88.22632, -86.70044, -85.02197, -82.76367, -80.47485, -78.39966, -75.62256, -72.11304, -68.38989, -63.62915, -57.83081, -51.14746, -44.31152, -44.06738, -44.46411, -39.0625, -39.82544, -29.93774, 
0.5064, -91.03394, -89.9353, -88.04321, -86.57837, -84.99146, -83.06885, -80.65796, -78.03345, -75.53101, -72.08252, -68.35938, -63.69019, -58.04443, -51.2085, -44.12842, -44.21997, -44.31152, -39.00146, -39.52026, -29.99878, 
0.5065, -91.43066, -89.7522, -88.25684, -86.6394, -84.96094, -82.97729, -80.93262, -78.49121, -75.3479, -72.23511, -68.35938, -63.5376, -57.95288, -51.23901, -43.94531, -43.76221, -44.18945, -38.87939, -39.82544, -29.38843, 
0.5066, -91.21704, -89.78271, -88.07373, -86.60889, -84.86938, -82.94678, -80.84106, -78.33862, -75.65308, -72.11304, -68.17627, -63.56812, -58.01392, -51.14746, -44.21997, -43.79272, -44.12842, -38.57422, -39.52026, -29.47998, 
0.5067, -91.27808, -89.84375, -88.16528, -86.6394, -84.74731, -82.88574, -80.74951, -78.33862, -75.28687, -72.11304, -68.38989, -63.32397, -57.58667, -51.14746, -44.28101, -43.79272, -43.85376, -38.72681, -39.30664, -28.9917, 
0.5068, -91.24756, -90.08789, -88.25684, -86.57837, -84.65576, -82.82471, -80.68848, -78.15552, -75.62256, -72.08252, -68.38989, -63.50708, -57.9834, -51.08643, -44.28101, -44.00635, -43.94531, -38.42163, -39.33716, -28.62549, 
0.5069, -91.36963, -89.90479, -88.28735, -86.66992, -84.86938, -82.94678, -80.56641, -78.46069, -75.3479, -71.89941, -68.17627, -63.26294, -58.04443, -51.36108, -43.94531, -43.79272, -44.06738, -38.66577, -38.90991, -28.16772, 
0.507, -91.33911, -89.81323, -88.22632, -86.73096, -84.68628, -83.1604, -80.56641, -78.21655, -75.53101, -72.11304, -67.99316, -63.32397, -57.83081, -51.42212, -44.31152, -43.48755, -43.82324, -38.69629, -39.33716, -26.33667, 
0.5071, -91.24756, -89.78271, -88.1958, -86.42578, -84.96094, -82.94678, -80.99365, -78.33862, -75.31738, -72.11304, -68.42041, -63.41553, -57.61719, -51.08643, -44.43359, -43.51807, -43.67065, -38.17749, -39.12354, -17.66968, 
0.5072, -91.12549, -89.56909, -88.37891, -86.60889, -84.68628, -82.91626, -80.62744, -78.58276, -75.01221, -72.17407, -68.26782, -63.69019, -58.1665, -51.02539, -44.31152, -43.79272, -43.79272, -38.33008, -38.81836, 1.525879, 
0.5073, -91.33911, -89.78271, -88.1958, -86.82251, -84.77783, -82.97729, -80.78003, -78.49121, -75.53101, -72.052, -68.0542, -63.38501, -57.92236, -51.3916, -44.18945, -43.64014, -43.73169, -38.17749, -39.03198, 23.98682, 
0.5074, -91.18652, -89.90479, -88.37891, -86.42578, -84.96094, -82.97729, -80.99365, -78.43018, -75.53101, -72.17407, -67.87109, -63.41553, -57.76978, -51.08643, -44.21997, -43.70117, -43.42651, -38.33008, -38.57422, 38.14697, 
0.5075, -91.21704, -89.87427, -88.25684, -86.82251, -84.77783, -83.09937, -80.65796, -78.43018, -75.22583, -72.20459, -68.38989, -63.26294, -57.95288, -51.36108, -44.31152, -43.42651, -43.79272, -38.20801, -38.84888, 43.82324, 
0.5076, -91.00342, -89.90479, -88.16528, -86.82251, -84.80835, -82.70264, -80.84106, -78.03345, -75.3479, -72.02148, -68.20679, -63.50708, -57.9834, -51.30005, -44.43359, -43.15186, -43.67065, -38.14697, -38.48267, 43.0603, 
0.5077, -91.00342, -90.02686, -88.28735, -86.33423, -84.80835, -82.97729, -80.78003, -78.30811, -75.25635, -72.32666, -68.08472, -63.2019, -57.86133, -51.17798, -44.43359, -43.24341, -43.67065, -37.75024, -38.57422, 37.93335, 
0.5078, -91.30859, -89.66064, -88.50098, -86.70044, -84.77783, -82.85522, -80.65796, -78.52173, -75.40894, -71.8689, -68.02368, -63.56812, -57.73926, -51.30005, -44.18945, -43.30444, -43.48755, -38.14697, -38.26904, 29.93774, 
0.5079, -91.58325, -89.63013, -88.0127, -86.66992, -84.99146, -83.03833, -80.71899, -78.21655, -75.59204, -72.20459, -68.0542, -63.35449, -57.64771, -51.11694, -43.88428, -43.18237, -43.5791, -38.08594, -38.60474, 20.81299, 
0.508, -91.55273, -90.14893, -88.1958, -86.4563, -84.93042, -82.88574, -80.78003, -78.36914, -75.28687, -72.20459, -67.96265, -63.50708, -57.92236, -51.33057, -44.12842, -43.02979, -43.5791, -37.93335, -38.3606, 10.65063, 
0.5081, -91.15601, -90.11841, -88.37891, -86.73096, -84.83887, -82.91626, -80.71899, -78.49121, -75.3479, -72.14355, -67.96265, -63.47656, -57.86133, -51.2085, -44.37256, -43.0603, -43.36548, -37.8418, -38.48267, 1.434326, 
0.5082, -91.36963, -89.96582, -88.53149, -86.66992, -84.99146, -82.88574, -80.87158, -78.43018, -75.46997, -72.02148, -68.08472, -63.44604, -57.76978, -51.30005, -44.21997, -43.51807, -43.15186, -37.87231, -38.3606, -6.835938, 
0.5083, -91.30859, -89.84375, -88.04321, -86.79199, -84.74731, -82.94678, -80.87158, -78.43018, -75.53101, -72.14355, -68.29834, -63.62915, -57.58667, -51.11694, -44.15894, -43.18237, -43.51807, -37.81128, -38.20801, -13.94653, 
0.5084, -91.36963, -89.99634, -88.40942, -86.57837, -84.80835, -82.73315, -80.74951, -78.39966, -75.25635, -72.052, -68.2373, -63.47656, -57.92236, -51.11694, -43.79272, -43.36548, -43.33496, -37.5061, -38.0249, -20.29419, 
0.5085, -91.30859, -89.9353, -87.86011, -86.73096, -84.47266, -82.91626, -80.81055, -78.18604, -75.53101, -72.17407, -68.08472, -63.29346, -57.80029, -51.17798, -43.97583, -43.0603, -43.45703, -37.75024, -38.05542, -25.72632, 
0.5086, -91.27808, -89.96582, -88.43994, -86.30371, -84.74731, -82.88574, -80.74951, -78.09448, -75.22583, -72.35718, -67.87109, -63.56812, -57.76978, -51.33057, -44.28101, -42.75513, -43.21289, -37.68921, -38.0249, -29.93774, 
0.5087, -91.21704, -89.84375, -88.07373, -86.76147, -84.65576, -82.91626, -80.62744, -78.36914, -75.25635, -72.26563, -68.14575, -63.26294, -57.9834, -51.17798, -44.00635, -43.30444, -43.21289, -37.8418, -37.90283, -33.02002, 
0.5088, -91.15601, -89.81323, -88.50098, -86.51733, -84.86938, -83.03833, -80.87158, -78.52173, -75.53101, -71.96045, -68.0542, -63.23242, -57.34253, -51.45264, -44.12842, -42.93823, -43.12134, -37.44507, -38.05542, -35.49194, 
0.5089, -91.46118, -89.9353, -88.34839, -86.70044, -84.96094, -82.82471, -80.78003, -78.15552, -75.56152, -72.3877, -67.84058, -63.23242, -57.67822, -51.05591, -44.25049, -43.12134, -43.09082, -37.5061, -37.81128, -37.04834, 
0.509, -91.18652, -89.96582, -88.22632, -86.73096, -85.08301, -83.00781, -80.78003, -78.36914, -75.3479, -72.14355, -68.17627, -63.23242, -57.61719, -50.90332, -44.21997, -43.12134, -43.30444, -37.323, -37.71973, -37.62817, 
0.5091, -91.4917, -89.9353, -88.37891, -86.66992, -84.99146, -83.03833, -80.96313, -78.15552, -75.28687, -71.89941, -68.29834, -63.29346, -57.92236, -50.93384, -43.79272, -42.93823, -43.21289, -37.62817, -37.96387, -38.39111, 
0.5092, -91.40015, -90.08789, -88.25684, -86.82251, -84.65576, -83.06885, -80.71899, -78.43018, -75.3479, -71.89941, -68.14575, -63.32397, -57.76978, -51.3916, -44.06738, -42.78564, -42.99927, -37.323, -37.96387, -38.81836, 
0.5093, -91.43066, -89.90479, -88.28735, -86.76147, -84.93042, -82.73315, -80.65796, -78.21655, -75.28687, -72.14355, -68.0542, -63.32397, -57.73926, -51.26953, -44.15894, -42.93823, -43.09082, -37.35352, -37.59766, -38.75732, 
0.5094, -91.21704, -90.05737, -88.43994, -86.60889, -84.99146, -83.03833, -80.59692, -78.39966, -75.40894, -71.96045, -68.2373, -63.17139, -57.92236, -51.05591, -43.85376, -42.90771, -43.12134, -37.17041, -37.71973, -38.60474, 
0.5095, -91.40015, -89.99634, -88.25684, -86.88354, -84.8999, -83.06885, -80.74951, -78.125, -75.3479, -72.17407, -68.08472, -63.35449, -57.70874, -51.14746, -44.03687, -42.69409, -42.93823, -37.20093, -37.87231, -38.63525, 
0.5096, -91.46118, -90.08789, -88.34839, -86.76147, -85.02197, -82.61108, -80.81055, -78.15552, -75.37842, -72.17407, -68.26782, -63.44604, -57.70874, -51.02539, -43.82324, -42.60254, -42.57202, -37.01782, -37.68921, -38.84888, 
0.5097, -91.52222, -90.08789, -88.28735, -86.70044, -84.86938, -83.19092, -80.81055, -78.30811, -75.40894, -71.96045, -68.32886, -63.62915, -57.83081, -51.05591, -44.21997, -42.51099, -42.90771, -37.01782, -37.20093, -38.78784, 
0.5098, -91.52222, -89.9353, -88.31787, -86.57837, -85.11353, -82.94678, -80.74951, -78.03345, -75.59204, -71.99097, -67.99316, -63.56812, -58.01392, -51.17798, -43.85376, -42.63306, -42.5415, -37.04834, -37.323, -38.45215, 
0.5099, -91.46118, -89.96582, -88.40942, -86.73096, -84.83887, -83.12988, -80.71899, -77.97241, -75.53101, -72.02148, -68.08472, -63.23242, -57.73926, -51.33057, -43.97583, -42.48047, -43.0603, -37.01782, -37.35352, -38.69629, 
0.51, -91.21704, -90.11841, -88.28735, -86.85303, -84.62524, -82.94678, -80.71899, -78.15552, -75.56152, -72.17407, -68.20679, -63.50708, -57.95288, -51.08643, -44.28101, -42.66357, -42.41943, -36.95679, -37.17041, -38.39111, 
0.5101, -91.27808, -89.87427, -88.40942, -86.33423, -84.59473, -82.76367, -80.53589, -78.00293, -75.40894, -72.14355, -68.17627, -63.26294, -57.37305, -51.30005, -44.00635, -42.66357, -42.44995, -36.52954, -37.07886, -38.63525, 
0.5102, -91.46118, -89.9353, -88.50098, -86.91406, -84.68628, -82.82471, -80.56641, -78.18604, -75.31738, -72.20459, -68.26782, -63.56812, -57.52563, -51.05591, -44.15894, -42.60254, -42.69409, -36.62109, -36.8042, -38.42163, 
0.5103, -91.40015, -90.05737, -88.28735, -86.70044, -85.05249, -82.70264, -80.65796, -78.03345, -75.56152, -71.92993, -68.26782, -63.38501, -57.73926, -50.96436, -44.21997, -42.5415, -42.69409, -36.86523, -36.74316, -38.17749, 
0.5104, -91.4917, -89.78271, -88.1958, -86.6394, -84.99146, -82.88574, -80.84106, -77.88086, -75.62256, -72.14355, -68.0542, -63.47656, -57.86133, -50.96436, -43.76221, -42.69409, -42.48047, -36.86523, -36.95679, -38.48267, 
0.5105, -91.33911, -90.02686, -88.1958, -86.76147, -84.74731, -82.85522, -80.93262, -78.27759, -75.31738, -72.11304, -68.29834, -63.26294, -57.70874, -51.3916, -43.97583, -42.3584, -42.38892, -36.68213, -37.07886, -38.3606, 
0.5106, -91.4917, -89.81323, -88.28735, -86.57837, -84.80835, -82.70264, -80.81055, -78.21655, -75.62256, -72.14355, -68.38989, -63.35449, -57.83081, -51.14746, -44.18945, -42.11426, -42.26685, -36.49902, -36.59058, -38.5437, 
0.5107, -91.61377, -89.9353, -88.10425, -86.6394, -84.74731, -82.58057, -81.02417, -78.24707, -75.43945, -72.23511, -68.35938, -63.44604, -57.49512, -51.36108, -44.0979, -42.38892, -42.23633, -36.49902, -36.8042, -38.3606, 
0.5108, -91.33911, -90.08789, -88.28735, -86.66992, -84.83887, -82.48901, -80.68848, -78.43018, -75.74463, -71.96045, -67.90161, -63.65967, -57.61719, -50.99487, -44.25049, -42.05322, -42.29736, -36.34644, -36.68213, -38.5437, 
0.5109, -91.46118, -89.72168, -88.56201, -86.60889, -84.96094, -82.61108, -80.65796, -77.85034, -75.71411, -72.20459, -67.99316, -63.5376, -57.61719, -51.17798, -44.03687, -42.38892, -42.41943, -36.19385, -36.40747, -38.45215, 
0.511, -91.58325, -90.08789, -88.34839, -86.70044, -85.20508, -82.79419, -80.71899, -78.09448, -75.3479, -72.29614, -68.2373, -63.11035, -57.37305, -51.33057, -44.06738, -42.02271, -42.17529, -36.40747, -36.62109, -38.14697, 
0.5111, -91.40015, -90.24048, -88.37891, -86.48682, -85.11353, -82.88574, -80.99365, -78.27759, -75.37842, -72.20459, -68.38989, -63.5376, -57.61719, -50.78125, -44.18945, -42.14478, -41.99219, -36.19385, -36.34644, -38.42163, 
0.5112, -91.52222, -89.87427, -88.53149, -86.42578, -84.8999, -82.67212, -80.93262, -78.33862, -75.43945, -72.08252, -67.96265, -63.47656, -57.55615, -51.30005, -43.94531, -42.08374, -41.99219, -35.94971, -36.13281, -38.3606, 
0.5113, -91.24756, -90.11841, -88.28735, -86.60889, -84.80835, -82.42798, -80.87158, -78.36914, -75.59204, -72.17407, -68.17627, -63.5376, -57.70874, -51.08643, -44.00635, -41.93115, -42.14478, -35.82764, -36.46851, -38.42163, 
0.5114, -91.40015, -89.99634, -88.59253, -86.57837, -85.08301, -82.4585, -80.99365, -78.18604, -75.22583, -72.052, -68.2373, -63.41553, -58.01392, -51.36108, -43.91479, -41.93115, -42.23633, -36.01074, -35.98022, -38.3606, 
0.5115, -91.55273, -89.99634, -88.50098, -86.76147, -85.11353, -82.6416, -80.9021, -78.30811, -75.56152, -72.11304, -68.26782, -63.38501, -57.67822, -51.11694, -44.03687, -41.99219, -41.96167, -35.94971, -36.49902, -38.23853, 
0.5116, -91.61377, -90.11841, -88.50098, -86.60889, -84.8999, -82.82471, -80.9021, -78.21655, -75.62256, -72.29614, -68.08472, -63.32397, -57.67822, -51.08643, -44.06738, -42.02271, -41.77856, -35.64453, -36.34644, -38.26904, 
0.5117, -91.40015, -90.17944, -88.56201, -86.94458, -85.05249, -82.6416, -80.96313, -78.24707, -75.50049, -72.41821, -68.14575, -63.2019, -57.58667, -50.8728, -44.15894, -41.96167, -41.96167, -35.49194, -35.73608, -37.90283, 
0.5118, -91.55273, -89.90479, -88.74512, -86.94458, -85.20508, -82.73315, -80.74951, -78.27759, -75.56152, -72.35718, -68.42041, -63.50708, -57.83081, -51.14746, -43.82324, -41.99219, -41.8396, -35.55298, -36.01074, -37.90283, 
0.5119, -91.55273, -90.08789, -88.47046, -86.88354, -85.08301, -82.73315, -80.99365, -77.97241, -75.37842, -72.11304, -68.29834, -63.38501, -57.92236, -51.05591, -44.00635, -41.59546, -42.20581, -35.36987, -35.82764, -37.93335, 
0.512, -91.58325, -90.33203, -88.50098, -86.82251, -85.20508, -82.79419, -81.05469, -78.36914, -75.46997, -72.14355, -68.08472, -63.44604, -57.80029, -51.2085, -44.00635, -41.59546, -41.65649, -35.52246, -35.94971, -37.78076, 
0.5121, -91.15601, -89.99634, -88.68408, -86.85303, -85.26611, -82.67212, -80.93262, -78.52173, -75.80566, -72.32666, -68.17627, -63.2019, -57.70874, -50.8728, -44.00635, -41.53442, -41.96167, -35.52246, -35.82764, -37.8418, 
0.5122, -91.30859, -89.72168, -88.59253, -86.88354, -85.32715, -82.55005, -80.87158, -78.24707, -75.65308, -72.29614, -68.35938, -63.38501, -57.49512, -51.30005, -44.06738, -41.56494, -41.71753, -35.21729, -35.82764, -37.81128, 
0.5123, -91.43066, -89.99634, -88.28735, -86.85303, -85.11353, -82.76367, -80.81055, -78.21655, -75.56152, -72.11304, -68.35938, -63.59863, -57.73926, -51.05591, -43.97583, -41.74805, -41.87012, -35.12573, -35.61401, -37.96387, 
0.5124, -91.58325, -89.9353, -88.31787, -86.94458, -85.05249, -82.79419, -80.81055, -78.33862, -75.43945, -72.63184, -68.17627, -63.50708, -57.80029, -51.05591, -44.03687, -41.71753, -41.87012, -35.18677, -35.52246, -37.87231, 
0.5125, -91.46118, -90.20996, -88.31787, -86.76147, -85.26611, -82.82471, -80.84106, -78.36914, -75.59204, -72.17407, -68.45093, -63.41553, -57.70874, -50.93384, -43.76221, -41.68701, -41.87012, -35.21729, -35.52246, -37.81128, 
0.5126, -91.64429, -89.96582, -88.50098, -86.91406, -84.74731, -82.79419, -81.02417, -78.03345, -75.3479, -72.20459, -68.08472, -63.62915, -57.52563, -51.11694, -43.82324, -41.59546, -41.62598, -34.79004, -35.40039, -37.8418, 
0.5127, -91.12549, -89.9353, -88.50098, -86.91406, -85.17456, -82.79419, -80.93262, -78.52173, -75.46997, -71.80786, -68.20679, -63.56812, -57.73926, -51.11694, -44.03687, -41.62598, -41.44287, -34.85107, -35.15625, -37.78076, 
0.5128, -91.33911, -89.87427, -88.65356, -87.00562, -84.99146, -82.82471, -80.71899, -78.39966, -75.59204, -72.35718, -67.84058, -63.29346, -57.49512, -51.2085, -44.12842, -41.47339, -41.41235, -34.51538, -35.33936, -37.68921, 
0.5129, -91.55273, -89.90479, -88.50098, -86.88354, -85.2356, -82.85522, -80.9021, -78.33862, -75.68359, -72.29614, -68.32886, -63.41553, -57.40356, -51.26953, -44.0979, -41.53442, -41.56494, -34.63745, -35.18677, -37.71973, 
0.513, -91.64429, -90.02686, -88.47046, -86.94458, -85.02197, -82.82471, -80.87158, -78.06396, -75.71411, -72.052, -68.2373, -63.50708, -57.55615, -51.05591, -43.82324, -41.62598, -41.68701, -34.5459, -35.15625, -37.71973, 
0.5131, -91.43066, -90.05737, -88.59253, -86.60889, -85.2356, -82.67212, -80.74951, -78.30811, -75.59204, -72.41821, -68.17627, -63.38501, -57.70874, -51.33057, -44.00635, -41.62598, -41.41235, -34.51538, -34.82056, -37.65869, 
0.5132, -91.43066, -89.81323, -88.43994, -86.79199, -85.02197, -82.97729, -80.93262, -78.36914, -75.56152, -71.89941, -68.38989, -63.5376, -57.67822, -51.26953, -44.06738, -41.53442, -41.53442, -34.11865, -34.97314, -37.75024, 
0.5133, -91.46118, -89.9353, -88.40942, -86.70044, -84.86938, -82.91626, -80.99365, -78.30811, -75.46997, -72.29614, -67.74902, -63.62915, -57.76978, -50.93384, -44.06738, -41.53442, -41.62598, -34.24072, -34.729, -37.44507, 
0.5134, -91.55273, -89.66064, -88.50098, -86.82251, -85.14404, -82.67212, -80.99365, -78.49121, -75.31738, -72.11304, -68.0542, -63.23242, -57.89185, -51.33057, -43.73169, -41.25977, -41.47339, -34.17969, -34.57642, -37.23145, 
0.5135, -91.61377, -90.05737, -88.07373, -86.82251, -85.14404, -82.79419, -80.93262, -78.39966, -75.65308, -72.35718, -68.17627, -63.41553, -57.83081, -51.23901, -43.97583, -41.25977, -40.98511, -34.11865, -34.729, -37.44507, 
0.5136, -91.64429, -90.17944, -88.62305, -86.70044, -85.05249, -82.79419, -80.96313, -78.30811, -75.65308, -72.17407, -68.26782, -63.38501, -57.58667, -51.2085, -43.70117, -41.16821, -41.3208, -33.56934, -34.75952, -37.71973, 
0.5137, -91.4917, -90.08789, -88.50098, -86.91406, -85.20508, -82.6416, -81.11572, -78.43018, -75.28687, -72.54028, -68.20679, -63.7207, -57.83081, -51.23901, -43.97583, -40.98511, -41.19873, -33.72192, -34.33228, -37.41455, 
0.5138, -91.52222, -90.05737, -88.25684, -86.85303, -85.26611, -82.76367, -81.02417, -78.27759, -75.53101, -72.17407, -68.45093, -63.44604, -57.92236, -51.2085, -43.70117, -41.35132, -41.19873, -33.69141, -34.51538, -37.47559, 
0.5139, -91.46118, -89.90479, -88.43994, -86.57837, -85.02197, -82.82471, -81.02417, -78.39966, -75.43945, -72.052, -68.20679, -63.65967, -57.80029, -51.33057, -44.00635, -41.10718, -41.16821, -33.69141, -33.96606, -37.47559, 
0.514, -91.36963, -90.20996, -88.28735, -86.76147, -84.96094, -83.09937, -80.78003, -78.58276, -75.56152, -72.32666, -68.14575, -63.26294, -57.80029, -51.17798, -43.94531, -41.29028, -41.10718, -33.47778, -34.30176, -37.20093, 
0.5141, -91.36963, -89.69116, -88.47046, -86.60889, -85.05249, -82.82471, -81.05469, -78.39966, -75.56152, -72.44873, -68.20679, -63.23242, -57.80029, -51.33057, -43.79272, -41.22925, -41.10718, -33.44727, -33.90503, -37.23145, 
0.5142, -91.18652, -90.02686, -88.1958, -86.88354, -84.93042, -82.73315, -81.11572, -78.52173, -75.59204, -72.44873, -68.26782, -63.50708, -57.61719, -51.26953, -43.97583, -41.35132, -41.01563, -33.08105, -33.93555, -37.23145, 
0.5143, -91.46118, -89.7522, -88.31787, -87.03613, -85.17456, -82.76367, -80.71899, -78.46069, -75.43945, -72.29614, -68.11523, -63.69019, -57.80029, -51.11694, -44.21997, -41.19873, -41.16821, -33.17261, -33.87451, -37.35352, 
0.5144, -91.43066, -90.08789, -88.22632, -86.66992, -85.2356, -83.06885, -80.96313, -78.125, -75.92773, -72.44873, -68.35938, -63.32397, -57.89185, -51.11694, -43.82324, -41.10718, -40.89355, -33.38623, -33.93555, -37.38403, 
0.5145, -91.43066, -89.63013, -88.37891, -86.70044, -85.14404, -83.12988, -81.08521, -78.49121, -75.43945, -72.63184, -68.42041, -63.62915, -57.73926, -51.23901, -43.5791, -40.95459, -41.16821, -33.14209, -34.05762, -37.17041, 
0.5146, -91.30859, -89.9353, -88.34839, -86.6394, -85.05249, -82.73315, -80.96313, -78.36914, -75.53101, -72.35718, -68.38989, -63.44604, -57.89185, -51.17798, -43.88428, -41.01563, -40.98511, -33.14209, -33.59985, -37.323, 
0.5147, -91.61377, -89.99634, -88.1958, -86.73096, -85.02197, -82.94678, -80.9021, -78.49121, -75.62256, -72.44873, -68.48145, -63.59863, -57.73926, -51.23901, -44.03687, -40.83252, -40.86304, -32.59277, -33.53882, -37.04834, 
0.5148, -91.43066, -90.17944, -88.40942, -86.79199, -85.14404, -82.79419, -80.93262, -78.36914, -75.74463, -72.41821, -68.29834, -63.62915, -57.73926, -51.02539, -44.06738, -41.16821, -40.67993, -32.22656, -33.14209, -37.04834, 
0.5149, -91.52222, -89.9353, -88.53149, -86.82251, -85.11353, -82.79419, -80.74951, -78.43018, -75.74463, -72.052, -68.02368, -63.47656, -57.83081, -51.33057, -43.85376, -41.1377, -41.10718, -32.40967, -33.26416, -37.13989, 
0.515, -91.52222, -89.87427, -88.04321, -86.85303, -85.08301, -83.00781, -80.81055, -78.15552, -75.68359, -72.50977, -68.45093, -63.14087, -57.89185, -51.3916, -43.94531, -40.55786, -40.89355, -32.04346, -33.20313, -36.77368, 
0.5151, -91.30859, -90.14893, -88.13477, -86.70044, -85.2356, -82.88574, -81.02417, -78.52173, -75.59204, -72.47925, -68.48145, -63.69019, -57.67822, -51.02539, -44.0979, -40.6189, -40.52734, -31.49414, -33.3252, -37.10938, 
0.5152, -91.46118, -89.9353, -88.37891, -86.48682, -84.74731, -82.97729, -81.02417, -78.6438, -75.53101, -72.50977, -68.20679, -63.65967, -58.01392, -51.08643, -43.88428, -40.86304, -40.49683, -30.7312, -32.92847, -36.92627, 
0.5153, -91.36963, -90.08789, -88.50098, -87.1582, -85.08301, -83.03833, -80.96313, -78.55225, -75.8667, -72.02148, -68.14575, -63.38501, -57.86133, -51.2085, -44.06738, -40.71045, -40.6189, -27.80151, -32.89795, -36.74316, 
0.5154, -91.64429, -89.99634, -88.47046, -86.6394, -85.11353, -82.91626, -81.17676, -78.15552, -75.74463, -72.47925, -68.2373, -63.5376, -57.70874, -51.11694, -44.0979, -40.98511, -40.55786, -14.16016, -32.31812, -36.89575, 
0.5155, -91.33911, -89.7522, -88.53149, -86.91406, -85.02197, -82.97729, -80.9021, -78.58276, -75.68359, -72.47925, -68.26782, -63.38501, -57.70874, -51.02539, -44.06738, -40.86304, -40.52734, 13.06152, -32.56226, -36.49902, 
0.5156, -91.21704, -90.08789, -88.28735, -86.79199, -85.26611, -83.03833, -80.9021, -78.30811, -75.68359, -72.32666, -68.42041, -63.69019, -57.64771, -51.30005, -44.21997, -40.74097, -40.55786, 34.63745, -32.37915, -36.77368, 
0.5157, -91.18652, -90.11841, -88.47046, -86.57837, -85.02197, -83.12988, -80.99365, -78.52173, -75.46997, -72.44873, -68.38989, -63.56812, -57.89185, -51.11694, -44.0979, -40.92407, -40.71045, 45.28809, -32.2876, -36.74316, 
0.5158, -91.21704, -89.56909, -88.43994, -86.76147, -84.80835, -82.91626, -80.78003, -78.46069, -75.59204, -72.17407, -68.54248, -63.50708, -57.73926, -51.30005, -43.73169, -40.67993, -40.49683, 46.93604, -31.82983, -36.56006, 
0.5159, -91.52222, -89.87427, -88.1958, -86.9751, -85.02197, -83.12988, -80.84106, -78.46069, -75.89722, -72.44873, -68.20679, -63.81226, -57.86133, -51.14746, -44.0979, -40.77148, -40.13062, 42.78564, -32.10449, -36.2854, 
0.516, -91.52222, -89.96582, -88.13477, -86.30371, -85.32715, -83.03833, -80.96313, -78.43018, -75.40894, -72.63184, -68.35938, -63.5376, -57.80029, -51.26953, -44.00635, -40.58838, -40.31372, 34.729, -31.89087, -36.25488, 
0.5161, -91.24756, -90.08789, -88.65356, -86.88354, -85.08301, -83.22144, -81.11572, -78.33862, -75.80566, -72.44873, -68.32886, -63.41553, -57.9834, -51.14746, -44.18945, -40.67993, -40.22217, 24.23096, -31.73828, -36.34644, 
0.5162, -91.33911, -89.78271, -88.40942, -86.73096, -85.20508, -83.03833, -81.05469, -78.36914, -75.56152, -72.47925, -68.38989, -63.56812, -57.80029, -51.45264, -44.03687, -40.92407, -40.22217, 12.81738, -31.37207, -36.40747, 
0.5163, -91.12549, -90.02686, -88.34839, -86.82251, -85.20508, -83.22144, -81.20728, -78.58276, -75.65308, -72.50977, -68.48145, -63.62915, -57.80029, -51.14746, -44.00635, -40.64941, -40.43579, 1.617432, -31.09741, -36.16333, 
0.5164, -91.43066, -89.87427, -88.25684, -86.60889, -85.2356, -83.09937, -81.08521, -78.58276, -75.59204, -72.35718, -68.54248, -63.41553, -57.83081, -51.14746, -43.76221, -40.58838, -40.2832, -9.063721, -30.97534, -36.07178, 
0.5165, -91.36963, -90.11841, -88.25684, -86.76147, -85.02197, -82.79419, -80.93262, -78.6438, -75.59204, -72.29614, -68.29834, -63.59863, -57.92236, -51.45264, -43.97583, -40.55786, -40.25269, -18.4021, -30.82275, -36.01074, 
0.5166, -91.52222, -89.78271, -88.31787, -86.27319, -84.86938, -82.94678, -80.9021, -78.125, -75.74463, -72.47925, -68.2373, -63.7207, -57.80029, -51.48315, -44.21997, -40.52734, -40.00854, -26.61133, -30.7312, -36.07178, 
0.5167, -91.18652, -90.02686, -88.25684, -86.79199, -84.83887, -83.00781, -81.20728, -78.49121, -75.43945, -72.35718, -68.29834, -63.50708, -58.07495, -51.14746, -44.28101, -40.74097, -39.94751, -32.9895, -30.57861, -36.19385, 
0.5168, -91.18652, -89.59961, -88.43994, -86.73096, -85.17456, -83.12988, -80.93262, -78.79639, -75.89722, -72.20459, -68.38989, -63.69019, -57.64771, -51.45264, -43.97583, -40.64941, -40.1001, -37.8418, -30.33447, -36.13281, 
