Sweep Start (s), 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, 
0.0639, -75.68359, -75.56152, -75.16479, -75.77515, -75.56152, -75.95825, -75.71411, -75.8667, -75.50049, -75.62256, -75.37842, -75.68359, -75.22583, -75.74463, -75.28687, -75.04272, -75.16479, -75.25635, -74.8291, -75.25635, 
0.064, -75.68359, -75.71411, -75.40894, -75.31738, -75.68359, -75.80566, -75.89722, -75.98877, -75.89722, -75.46997, -75.56152, -75.71411, -75.25635, -75.22583, -75.53101, -75.28687, -75.31738, -75.13428, -75.16479, -75.10376, 
0.0641, -75.59204, -75.65308, -75.10376, -75.50049, -75.62256, -75.77515, -75.65308, -75.92773, -75.83618, -75.68359, -75.62256, -75.65308, -75.56152, -75.46997, -75.16479, -75.50049, -75.43945, -75.22583, -75.13428, -75.19531, 
0.0642, -75.80566, -75.68359, -75.37842, -75.56152, -75.74463, -75.62256, -75.68359, -75.68359, -75.43945, -75.50049, -75.71411, -75.59204, -75.59204, -75.50049, -75.28687, -75.16479, -75.10376, -75.37842, -75.25635, -75.13428, 
0.0643, -75.40894, -75.59204, -75.40894, -75.22583, -75.53101, -75.65308, -75.8667, -75.89722, -75.62256, -75.59204, -75.62256, -75.46997, -75.56152, -75.40894, -75.37842, -75.22583, -75.31738, -75.22583, -75.28687, -75.46997, 
0.0644, -75.65308, -75.71411, -75.59204, -75.62256, -75.53101, -75.68359, -75.80566, -75.77515, -75.56152, -75.28687, -75.3479, -75.65308, -75.46997, -75.71411, -75.22583, -75.3479, -75.13428, -75.31738, -75.13428, -75.46997, 
0.0645, -75.62256, -75.37842, -75.13428, -75.59204, -75.56152, -75.59204, -75.71411, -75.8667, -75.74463, -75.46997, -75.13428, -75.62256, -75.37842, -75.59204, -75.43945, -75.3479, -75.50049, -75.01221, -75.3479, -75.07324, 
0.0646, -75.62256, -75.74463, -75.31738, -75.80566, -75.53101, -75.89722, -75.83618, -75.65308, -75.68359, -75.59204, -75.13428, -75.46997, -75.62256, -75.31738, -75.50049, -75.43945, -75.31738, -74.98169, -75.10376, -75.46997, 
0.0647, -75.74463, -75.8667, -75.46997, -75.13428, -75.74463, -75.77515, -75.62256, -75.80566, -75.62256, -75.68359, -75.50049, -75.53101, -75.59204, -75.46997, -75.28687, -75.16479, -75.25635, -75.43945, -75.25635, -75.19531, 
0.0648, -75.53101, -75.59204, -75.59204, -75.53101, -75.3479, -75.77515, -75.80566, -75.80566, -75.53101, -75.43945, -75.19531, -75.31738, -75.28687, -75.71411, -75.53101, -75.25635, -75.07324, -75.07324, -75.13428, -75.22583, 
0.0649, -75.50049, -75.56152, -75.22583, -75.59204, -75.56152, -75.50049, -75.74463, -75.8667, -75.59204, -75.46997, -75.43945, -75.43945, -75.25635, -75.40894, -75.62256, -75.28687, -75.07324, -75.22583, -74.92065, -75.43945, 
0.065, -75.46997, -75.3479, -75.28687, -75.59204, -75.65308, -75.74463, -75.83618, -75.74463, -75.89722, -75.50049, -75.40894, -75.77515, -75.71411, -75.62256, -75.37842, -75.3479, -75.16479, -75.31738, -75.07324, -75.25635, 
0.0651, -75.68359, -75.43945, -75.37842, -75.56152, -75.62256, -75.65308, -75.62256, -75.8667, -75.65308, -75.71411, -75.50049, -75.59204, -75.3479, -75.80566, -75.74463, -75.31738, -75.22583, -75.3479, -75.25635, -75.40894, 
0.0652, -75.71411, -75.62256, -75.22583, -75.65308, -75.62256, -75.98877, -75.92773, -75.8667, -75.56152, -75.46997, -75.80566, -75.43945, -75.50049, -75.59204, -75.56152, -75.56152, -75.25635, -75.31738, -75.31738, -75.53101, 
0.0653, -75.53101, -75.77515, -75.3479, -75.28687, -75.74463, -75.71411, -75.77515, -75.80566, -75.59204, -75.59204, -75.59204, -75.62256, -75.59204, -75.13428, -75.40894, -75.40894, -75.22583, -75.37842, -75.31738, -75.10376, 
0.0654, -75.59204, -75.62256, -75.46997, -75.3479, -75.40894, -76.01929, -75.80566, -75.92773, -75.80566, -75.65308, -75.50049, -75.56152, -75.53101, -75.3479, -75.3479, -75.43945, -75.22583, -75.28687, -75.43945, -75.37842, 
0.0655, -75.68359, -75.62256, -75.40894, -75.3479, -75.53101, -75.53101, -75.8667, -75.80566, -76.01929, -75.68359, -75.56152, -75.65308, -75.71411, -75.37842, -75.62256, -75.19531, -75.37842, -75.28687, -75.40894, -75.46997, 
0.0656, -75.74463, -75.74463, -75.28687, -75.31738, -75.50049, -75.71411, -75.83618, -75.74463, -75.68359, -75.80566, -75.65308, -75.83618, -75.50049, -75.68359, -75.31738, -75.43945, -75.53101, -75.28687, -75.16479, -75.40894, 
0.0657, -75.80566, -75.74463, -75.28687, -75.10376, -75.62256, -75.43945, -75.80566, -75.8667, -75.8667, -75.77515, -75.46997, -75.56152, -75.62256, -75.31738, -75.71411, -75.04272, -75.3479, -75.59204, -75.46997, -75.22583, 
0.0658, -75.62256, -75.77515, -75.62256, -75.25635, -75.71411, -76.01929, -75.83618, -75.74463, -75.71411, -75.71411, -75.62256, -75.62256, -75.25635, -75.59204, -75.50049, -75.37842, -75.37842, -75.25635, -75.46997, -75.59204, 
0.0659, -75.53101, -75.50049, -75.62256, -75.22583, -75.43945, -75.89722, -75.77515, -75.92773, -75.37842, -75.77515, -75.62256, -75.62256, -75.25635, -75.56152, -75.68359, -75.22583, -75.3479, -75.16479, -75.13428, -75.43945, 
0.066, -75.46997, -75.22583, -75.16479, -75.07324, -75.37842, -75.53101, -75.83618, -75.89722, -75.80566, -75.50049, -75.59204, -75.62256, -75.65308, -75.65308, -75.43945, -75.46997, -75.62256, -75.16479, -75.25635, -75.10376, 
0.0661, -75.62256, -75.77515, -75.28687, -75.10376, -75.74463, -75.74463, -75.77515, -75.59204, -75.83618, -75.71411, -75.59204, -75.89722, -75.56152, -75.65308, -75.50049, -75.56152, -75.28687, -75.28687, -75.19531, -75.10376, 
0.0662, -75.65308, -75.59204, -75.50049, -74.8291, -75.43945, -75.89722, -75.68359, -75.83618, -75.83618, -75.71411, -75.65308, -75.77515, -75.46997, -75.56152, -75.74463, -75.10376, -75.19531, -75.22583, -75.37842, -75.19531, 
0.0663, -75.62256, -75.46997, -75.53101, -75.13428, -75.59204, -75.74463, -75.8667, -75.56152, -75.71411, -75.83618, -75.59204, -75.62256, -75.50049, -75.46997, -75.65308, -75.28687, -75.25635, -75.43945, -75.3479, -75.16479, 
0.0664, -75.10376, -75.50049, -75.22583, -74.76807, -75.43945, -75.77515, -75.74463, -75.71411, -75.50049, -75.56152, -75.59204, -75.68359, -75.59204, -75.62256, -75.62256, -75.37842, -75.3479, -75.28687, -75.3479, -75.16479, 
0.0665, -75.53101, -75.50049, -75.50049, -75.07324, -75.50049, -75.80566, -76.08032, -75.71411, -75.89722, -75.53101, -75.83618, -75.77515, -75.62256, -75.62256, -75.68359, -75.19531, -75.28687, -75.19531, -75.19531, -75.43945, 
0.0666, -75.62256, -75.50049, -75.16479, -74.92065, -75.71411, -75.83618, -75.8667, -75.8667, -75.62256, -75.56152, -75.46997, -75.89722, -75.74463, -75.68359, -75.37842, -75.43945, -75.31738, -75.37842, -75.3479, -75.28687, 
0.0667, -75.50049, -75.56152, -75.59204, -74.95117, -75.62256, -75.8667, -75.71411, -75.65308, -75.8667, -75.92773, -75.89722, -75.74463, -75.56152, -75.59204, -75.65308, -75.22583, -75.37842, -75.25635, -75.43945, -75.43945, 
0.0668, -75.62256, -75.50049, -75.01221, -74.76807, -75.59204, -75.77515, -75.8667, -76.0498, -75.43945, -75.68359, -75.71411, -75.92773, -75.74463, -75.68359, -75.59204, -75.43945, -75.31738, -75.31738, -75.16479, -75.40894, 
0.0669, -75.43945, -75.59204, -75.43945, -74.85962, -75.46997, -75.71411, -75.71411, -75.59204, -75.80566, -75.46997, -75.62256, -75.53101, -75.71411, -75.68359, -75.71411, -75.31738, -75.43945, -75.25635, -75.13428, -75.40894, 
0.067, -75.50049, -75.43945, -75.37842, -75.10376, -75.3479, -75.92773, -75.95825, -75.95825, -75.83618, -75.68359, -75.28687, -75.62256, -75.80566, -75.56152, -75.71411, -75.25635, -75.31738, -75.25635, -75.43945, -75.37842, 
0.0671, -75.68359, -75.43945, -75.28687, -74.73755, -75.68359, -75.53101, -75.77515, -75.8667, -76.08032, -75.40894, -75.56152, -75.71411, -75.43945, -75.68359, -75.46997, -75.62256, -75.28687, -75.31738, -75.46997, -75.43945, 
0.0672, -75.43945, -75.62256, -75.25635, -74.85962, -75.59204, -75.77515, -75.68359, -75.83618, -75.77515, -75.65308, -75.43945, -75.68359, -75.77515, -75.40894, -75.56152, -75.46997, -75.50049, -75.04272, -75.50049, -75.43945, 
0.0673, -75.46997, -75.65308, -75.43945, -74.70703, -75.77515, -75.62256, -75.80566, -75.71411, -75.71411, -75.53101, -75.71411, -75.74463, -75.65308, -75.56152, -75.3479, -75.46997, -75.28687, -75.13428, -75.16479, -75.43945, 
0.0674, -75.59204, -75.50049, -75.43945, -74.95117, -75.31738, -75.68359, -75.83618, -75.95825, -75.77515, -75.62256, -75.37842, -75.56152, -75.59204, -75.50049, -75.65308, -75.22583, -75.40894, -75.16479, -75.25635, -75.37842, 
0.0675, -75.53101, -75.31738, -75.40894, -75.01221, -75.31738, -75.07324, -75.83618, -75.92773, -75.71411, -75.53101, -75.59204, -75.77515, -75.50049, -75.65308, -75.43945, -75.3479, -75.59204, -75.59204, -75.31738, -75.22583, 
0.0676, -75.53101, -75.65308, -75.3479, -75.01221, -75.68359, -75.28687, -75.8667, -75.83618, -75.89722, -75.59204, -75.40894, -75.40894, -75.62256, -75.46997, -75.59204, -75.31738, -75.31738, -75.28687, -75.56152, -75.46997, 
0.0677, -75.53101, -75.37842, -75.53101, -74.89014, -75.65308, -75.50049, -75.62256, -75.71411, -75.77515, -75.53101, -75.59204, -75.80566, -75.68359, -75.37842, -75.62256, -75.53101, -75.3479, -75.3479, -75.25635, -75.46997, 
0.0678, -75.43945, -75.43945, -75.28687, -74.98169, -75.31738, -75.19531, -75.80566, -75.68359, -75.92773, -75.59204, -75.50049, -75.71411, -75.83618, -75.43945, -75.46997, -75.43945, -75.40894, -75.40894, -75.37842, -75.43945, 
0.0679, -75.19531, -75.28687, -75.37842, -74.73755, -75.80566, -75.19531, -75.77515, -75.8667, -75.56152, -75.68359, -75.65308, -75.98877, -75.65308, -75.74463, -75.56152, -75.28687, -75.37842, -75.19531, -75.43945, -75.07324, 
0.068, -75.46997, -75.40894, -75.22583, -74.76807, -75.56152, -75.28687, -75.77515, -75.74463, -75.74463, -75.50049, -75.50049, -75.68359, -75.77515, -75.56152, -75.53101, -75.43945, -75.37842, -75.13428, -75.13428, -75.22583, 
0.0681, -75.3479, -75.31738, -75.28687, -74.89014, -75.31738, -74.92065, -75.89722, -75.89722, -75.8667, -75.65308, -75.37842, -75.83618, -75.62256, -75.53101, -75.46997, -75.68359, -75.28687, -75.28687, -75.22583, -75.10376, 
0.0682, -75.40894, -75.37842, -75.43945, -75.04272, -75.37842, -75.16479, -75.92773, -75.95825, -75.71411, -75.8667, -75.43945, -75.50049, -75.83618, -75.62256, -75.65308, -75.43945, -75.40894, -75.53101, -75.62256, -75.22583, 
0.0683, -75.50049, -75.71411, -75.37842, -74.55444, -75.28687, -75.07324, -75.68359, -75.92773, -75.62256, -75.68359, -75.71411, -75.83618, -75.65308, -75.40894, -75.62256, -75.37842, -75.31738, -75.50049, -75.25635, -75.53101, 
0.0684, -75.37842, -75.40894, -75.40894, -74.89014, -75.3479, -75.37842, -75.83618, -75.98877, -75.8667, -75.43945, -75.71411, -75.89722, -75.74463, -75.50049, -75.53101, -75.46997, -75.40894, -75.31738, -75.50049, -75.31738, 
0.0685, -75.53101, -75.19531, -75.37842, -74.8291, -75.65308, -75.22583, -75.77515, -75.92773, -75.95825, -75.77515, -75.43945, -75.77515, -75.43945, -75.50049, -75.74463, -75.31738, -75.3479, -75.50049, -75.62256, -75.50049, 
0.0686, -75.31738, -75.50049, -75.40894, -75.04272, -75.56152, -75.28687, -75.59204, -75.83618, -75.95825, -75.92773, -75.46997, -75.43945, -75.43945, -75.3479, -75.74463, -75.56152, -75.37842, -75.53101, -75.19531, -75.62256, 
0.0687, -75.40894, -75.59204, -75.37842, -74.79858, -75.56152, -75.25635, -75.80566, -75.68359, -75.56152, -75.83618, -75.56152, -75.50049, -75.40894, -75.43945, -75.53101, -75.50049, -75.46997, -75.07324, -75.59204, -75.43945, 
0.0688, -75.62256, -75.31738, -75.59204, -74.73755, -75.19531, -75.19531, -75.68359, -75.56152, -75.59204, -75.53101, -75.68359, -75.65308, -75.59204, -75.59204, -75.62256, -75.62256, -75.28687, -75.37842, -75.53101, -75.56152, 
0.0689, -75.43945, -75.62256, -75.25635, -74.98169, -75.22583, -74.95117, -75.59204, -75.71411, -75.53101, -75.8667, -75.56152, -75.74463, -75.74463, -75.50049, -75.53101, -75.43945, -75.46997, -75.31738, -75.40894, -75.62256, 
0.069, -75.25635, -75.28687, -75.68359, -75.04272, -75.59204, -74.95117, -75.50049, -75.80566, -75.62256, -75.71411, -75.56152, -75.53101, -75.56152, -75.56152, -75.50049, -75.37842, -75.40894, -75.46997, -75.43945, -75.10376, 
0.0691, -75.28687, -75.19531, -75.16479, -74.95117, -75.59204, -75.22583, -75.53101, -75.74463, -75.50049, -75.83618, -75.62256, -75.77515, -75.53101, -75.8667, -75.62256, -75.10376, -75.65308, -75.31738, -75.43945, -75.62256, 
0.0692, -75.65308, -75.31738, -75.28687, -74.89014, -75.68359, -75.22583, -75.74463, -75.71411, -75.59204, -75.62256, -75.56152, -75.43945, -75.62256, -75.77515, -75.92773, -75.3479, -75.28687, -75.31738, -75.56152, -75.65308, 
0.0693, -75.46997, -75.56152, -75.46997, -74.89014, -75.68359, -75.28687, -75.83618, -75.68359, -75.74463, -75.71411, -75.25635, -75.65308, -75.50049, -75.3479, -75.98877, -75.59204, -75.56152, -75.40894, -75.62256, -75.59204, 
0.0694, -75.3479, -75.3479, -75.56152, -74.95117, -75.19531, -75.07324, -75.65308, -75.71411, -75.89722, -75.62256, -75.46997, -75.46997, -75.53101, -75.71411, -75.62256, -75.56152, -75.53101, -75.40894, -75.56152, -75.68359, 
0.0695, -75.50049, -75.53101, -75.25635, -74.95117, -75.3479, -75.01221, -75.46997, -75.65308, -75.77515, -75.59204, -75.71411, -75.43945, -75.71411, -75.16479, -75.71411, -75.50049, -75.50049, -75.40894, -75.56152, -75.71411, 
0.0696, -75.40894, -75.59204, -75.43945, -74.95117, -75.56152, -75.01221, -75.37842, -75.74463, -75.65308, -75.83618, -75.62256, -75.74463, -75.50049, -75.74463, -75.56152, -75.40894, -75.31738, -75.28687, -75.50049, -75.62256, 
0.0697, -75.53101, -75.46997, -75.37842, -75.10376, -75.56152, -75.25635, -75.43945, -75.59204, -75.65308, -75.62256, -75.80566, -75.56152, -75.77515, -75.43945, -75.92773, -75.46997, -75.22583, -75.19531, -75.40894, -75.43945, 
0.0698, -75.3479, -75.53101, -75.50049, -74.85962, -75.71411, -75.25635, -75.50049, -75.59204, -75.71411, -75.71411, -75.31738, -75.80566, -75.40894, -75.71411, -75.62256, -75.65308, -75.50049, -75.37842, -75.53101, -75.46997, 
0.0699, -75.25635, -75.3479, -75.50049, -75.01221, -75.37842, -75.37842, -75.74463, -75.65308, -75.59204, -75.68359, -75.62256, -75.80566, -75.43945, -75.19531, -75.77515, -75.50049, -75.50049, -75.22583, -75.25635, -75.77515, 
0.07, -75.59204, -75.43945, -75.28687, -74.89014, -75.40894, -75.07324, -75.77515, -75.62256, -75.59204, -75.28687, -75.68359, -75.71411, -75.59204, -75.46997, -75.56152, -75.62256, -75.40894, -75.53101, -75.50049, -75.53101, 
0.0701, -75.37842, -75.43945, -75.56152, -74.70703, -75.50049, -75.25635, -75.25635, -75.59204, -75.92773, -75.71411, -75.22583, -75.74463, -75.74463, -75.59204, -75.53101, -75.37842, -75.53101, -75.40894, -75.50049, -75.62256, 
0.0702, -75.37842, -75.31738, -75.16479, -75.07324, -75.10376, -75.37842, -75.3479, -75.74463, -75.56152, -75.77515, -75.62256, -75.40894, -75.8667, -75.62256, -75.8667, -75.25635, -75.62256, -75.46997, -75.65308, -75.46997, 
0.0703, -75.07324, -75.25635, -75.37842, -74.95117, -75.43945, -75.04272, -75.80566, -75.56152, -75.83618, -75.62256, -75.65308, -75.65308, -75.56152, -75.53101, -75.50049, -75.68359, -75.31738, -75.46997, -75.40894, -75.68359, 
0.0704, -75.16479, -75.13428, -75.50049, -75.01221, -75.3479, -75.3479, -75.89722, -75.77515, -75.62256, -75.74463, -75.43945, -75.56152, -75.65308, -75.68359, -75.74463, -75.59204, -75.50049, -75.16479, -75.22583, -75.31738, 
0.0705, -75.46997, -75.31738, -75.13428, -74.89014, -75.50049, -75.16479, -75.71411, -75.89722, -75.65308, -75.46997, -75.59204, -75.68359, -75.50049, -75.56152, -75.62256, -75.50049, -75.56152, -75.3479, -75.16479, -75.56152, 
0.0706, -75.19531, -75.46997, -75.3479, -75.07324, -75.56152, -75.25635, -75.37842, -75.56152, -75.62256, -75.77515, -75.59204, -75.83618, -75.74463, -75.74463, -75.80566, -75.53101, -75.37842, -75.40894, -75.3479, -75.37842, 
0.0707, -75.56152, -75.3479, -75.22583, -74.76807, -75.74463, -75.10376, -75.65308, -75.8667, -75.46997, -75.71411, -75.77515, -75.80566, -75.59204, -75.56152, -75.56152, -75.37842, -75.40894, -75.3479, -75.56152, -75.16479, 
0.0708, -75.59204, -75.31738, -75.04272, -74.98169, -75.22583, -75.40894, -75.65308, -75.74463, -75.71411, -75.40894, -75.65308, -75.53101, -75.50049, -75.65308, -75.71411, -75.50049, -75.37842, -75.3479, -75.53101, -75.62256, 
0.0709, -75.13428, -75.31738, -75.50049, -74.98169, -75.40894, -75.10376, -75.65308, -75.80566, -75.74463, -75.59204, -75.43945, -75.53101, -75.65308, -75.59204, -75.46997, -75.37842, -75.56152, -75.50049, -75.28687, -75.68359, 
0.071, -75.22583, -75.37842, -75.31738, -75.10376, -75.28687, -75.16479, -75.71411, -75.53101, -75.83618, -75.46997, -75.62256, -75.56152, -75.59204, -75.40894, -75.71411, -75.37842, -75.40894, -75.40894, -75.40894, -75.50049, 
0.0711, -75.37842, -75.07324, -75.37842, -74.98169, -75.53101, -75.10376, -75.71411, -75.71411, -75.74463, -75.62256, -75.43945, -75.59204, -75.59204, -75.74463, -75.50049, -75.53101, -75.19531, -75.10376, -75.31738, -75.53101, 
0.0712, -75.46997, -75.37842, -75.22583, -75.13428, -75.28687, -75.37842, -75.37842, -75.74463, -75.77515, -75.53101, -75.43945, -75.56152, -75.56152, -75.59204, -75.59204, -75.40894, -75.31738, -75.10376, -75.62256, -75.59204, 
0.0713, -75.37842, -75.46997, -75.31738, -74.89014, -75.50049, -75.19531, -75.53101, -75.46997, -75.59204, -75.56152, -75.16479, -75.56152, -75.28687, -75.40894, -75.89722, -75.71411, -75.19531, -75.28687, -75.31738, -75.80566, 
0.0714, -75.40894, -75.46997, -75.40894, -74.89014, -75.3479, -75.56152, -75.74463, -75.53101, -75.77515, -75.37842, -75.46997, -75.37842, -75.3479, -75.50049, -75.46997, -75.65308, -75.62256, -75.3479, -75.3479, -75.50049, 
0.0715, -75.53101, -75.3479, -75.16479, -74.95117, -75.28687, -75.07324, -75.71411, -75.80566, -75.62256, -75.77515, -75.40894, -75.74463, -75.22583, -75.40894, -75.50049, -75.10376, -75.46997, -75.59204, -75.46997, -75.53101, 
0.0716, -75.28687, -75.50049, -75.25635, -74.8291, -75.31738, -75.07324, -75.77515, -75.56152, -75.65308, -75.62256, -75.59204, -75.50049, -75.37842, -75.37842, -75.19531, -75.50049, -75.22583, -75.56152, -75.31738, -75.65308, 
0.0717, -75.25635, -75.19531, -75.50049, -75.25635, -75.43945, -75.25635, -75.59204, -75.71411, -75.59204, -75.46997, -75.46997, -75.65308, -75.53101, -75.43945, -75.40894, -75.13428, -75.40894, -75.43945, -75.43945, -75.68359, 
0.0718, -75.25635, -74.92065, -75.50049, -75.10376, -75.56152, -75.16479, -75.50049, -75.50049, -75.74463, -75.62256, -75.37842, -75.16479, -75.68359, -75.19531, -75.3479, -75.43945, -75.50049, -75.40894, -75.56152, -75.65308, 
0.0719, -75.43945, -75.28687, -75.22583, -75.19531, -75.40894, -75.43945, -75.83618, -75.62256, -75.50049, -75.65308, -75.3479, -75.62256, -75.43945, -75.59204, -75.53101, -75.07324, -75.25635, -75.46997, -75.07324, -75.80566, 
0.072, -75.37842, -75.46997, -75.13428, -74.98169, -75.3479, -75.40894, -75.74463, -75.62256, -75.71411, -75.62256, -75.56152, -75.80566, -75.56152, -75.28687, -75.46997, -75.53101, -75.28687, -75.59204, -75.40894, -75.22583, 
0.0721, -75.16479, -75.31738, -75.46997, -75.19531, -74.95117, -75.53101, -75.46997, -75.74463, -75.50049, -75.56152, -75.46997, -75.71411, -75.50049, -75.43945, -75.31738, -75.56152, -75.53101, -75.53101, -75.31738, -75.46997, 
0.0722, -75.65308, -75.37842, -75.19531, -75.25635, -75.37842, -75.31738, -75.65308, -75.59204, -75.65308, -75.80566, -75.62256, -75.59204, -75.62256, -75.62256, -75.37842, -75.37842, -75.40894, -75.59204, -75.62256, -75.16479, 
0.0723, -75.31738, -75.40894, -75.40894, -74.73755, -75.25635, -75.37842, -75.62256, -75.80566, -75.28687, -75.37842, -75.56152, -75.68359, -75.59204, -75.37842, -75.62256, -75.13428, -75.50049, -75.28687, -75.22583, -75.77515, 
0.0724, -75.25635, -75.28687, -75.56152, -75.22583, -75.22583, -75.28687, -75.71411, -75.8667, -75.53101, -75.50049, -75.53101, -75.62256, -75.3479, -75.25635, -75.40894, -75.56152, -75.3479, -75.40894, -75.43945, -75.74463, 
0.0725, -75.40894, -75.22583, -75.25635, -75.28687, -75.53101, -74.8291, -75.50049, -75.65308, -75.59204, -75.53101, -75.3479, -75.28687, -75.46997, -75.56152, -75.59204, -75.37842, -75.43945, -75.10376, -75.43945, -75.31738, 
0.0726, -75.43945, -75.13428, -75.25635, -75.3479, -75.3479, -75.46997, -75.37842, -75.53101, -75.65308, -75.53101, -75.28687, -75.59204, -75.3479, -75.37842, -75.40894, -75.40894, -75.28687, -75.43945, -75.3479, -75.68359, 
0.0727, -75.19531, -75.50049, -75.40894, -75.07324, -75.53101, -75.16479, -75.65308, -75.74463, -75.37842, -75.65308, -75.62256, -75.53101, -75.71411, -75.46997, -75.37842, -75.56152, -75.10376, -75.46997, -75.40894, -75.28687, 
0.0728, -75.59204, -75.40894, -75.50049, -75.07324, -75.10376, -75.31738, -75.28687, -75.50049, -75.46997, -75.31738, -75.46997, -75.56152, -75.10376, -75.62256, -75.46997, -75.37842, -75.13428, -75.28687, -75.53101, -75.56152, 
0.0729, -75.22583, -75.40894, -75.37842, -75.28687, -75.43945, -75.07324, -75.68359, -75.71411, -75.28687, -75.59204, -75.31738, -75.3479, -75.50049, -75.16479, -75.46997, -75.40894, -75.19531, -75.10376, -75.28687, -75.56152, 
0.073, -75.37842, -75.31738, -75.50049, -74.95117, -75.40894, -75.10376, -75.43945, -75.62256, -75.68359, -75.37842, -75.22583, -75.77515, -75.3479, -75.40894, -75.25635, -75.53101, -75.40894, -75.3479, -75.25635, -75.40894, 
0.0731, -75.3479, -75.16479, -75.31738, -75.22583, -75.50049, -75.28687, -75.46997, -75.62256, -75.53101, -75.53101, -75.22583, -75.46997, -75.77515, -75.46997, -75.31738, -75.22583, -75.43945, -75.43945, -75.3479, -75.56152, 
0.0732, -75.3479, -75.3479, -75.22583, -75.19531, -75.25635, -75.19531, -75.37842, -75.62256, -75.50049, -75.19531, -75.43945, -75.65308, -75.43945, -75.56152, -75.59204, -75.40894, -75.59204, -75.46997, -75.43945, -75.62256, 
0.0733, -75.19531, -75.37842, -75.46997, -75.16479, -75.43945, -75.25635, -75.65308, -75.40894, -75.62256, -75.31738, -75.25635, -75.56152, -75.50049, -75.3479, -75.53101, -75.46997, -75.50049, -75.46997, -75.40894, -75.40894, 
0.0734, -75.28687, -75.40894, -75.40894, -75.01221, -75.16479, -75.37842, -75.65308, -75.80566, -75.68359, -75.50049, -75.37842, -75.31738, -75.16479, -75.46997, -75.13428, -75.40894, -75.46997, -75.25635, -75.31738, -75.43945, 
0.0735, -75.37842, -75.43945, -75.25635, -75.25635, -75.25635, -75.19531, -75.56152, -75.59204, -75.62256, -75.43945, -75.53101, -75.46997, -75.40894, -75.13428, -75.31738, -75.28687, -75.28687, -75.31738, -75.46997, -75.59204, 
0.0736, -75.43945, -75.43945, -75.25635, -74.92065, -75.13428, -75.07324, -75.65308, -75.74463, -75.62256, -75.62256, -75.3479, -75.56152, -75.40894, -75.62256, -75.10376, -75.46997, -75.22583, -75.16479, -75.37842, -75.28687, 
0.0737, -75.56152, -75.40894, -75.56152, -75.3479, -75.43945, -75.01221, -75.50049, -75.59204, -75.65308, -75.50049, -75.43945, -75.28687, -75.59204, -75.31738, -75.56152, -75.01221, -75.25635, -75.46997, -75.56152, -75.31738, 
0.0738, -75.40894, -75.31738, -75.59204, -75.10376, -75.50049, -75.46997, -75.50049, -75.16479, -75.46997, -75.56152, -75.3479, -75.46997, -75.40894, -75.56152, -75.22583, -75.43945, -75.43945, -75.22583, -75.50049, -75.59204, 
0.0739, -75.43945, -75.50049, -75.37842, -75.37842, -75.01221, -75.43945, -75.71411, -75.46997, -75.53101, -75.40894, -75.37842, -75.59204, -75.40894, -75.01221, -75.53101, -75.3479, -75.25635, -75.28687, -75.22583, -75.53101, 
0.074, -75.37842, -75.25635, -75.50049, -75.22583, -75.46997, -75.22583, -75.56152, -75.50049, -75.68359, -75.50049, -75.53101, -75.53101, -75.56152, -75.56152, -75.19531, -75.3479, -75.53101, -75.31738, -75.19531, -75.3479, 
0.0741, -75.53101, -75.3479, -75.13428, -75.3479, -75.53101, -75.22583, -75.31738, -75.50049, -75.65308, -75.59204, -75.46997, -75.53101, -75.19531, -75.59204, -75.31738, -75.40894, -75.50049, -75.31738, -75.37842, -75.46997, 
0.0742, -75.43945, -75.46997, -75.56152, -74.76807, -75.43945, -75.3479, -75.3479, -75.31738, -75.43945, -75.59204, -75.59204, -75.53101, -75.37842, -75.31738, -75.56152, -75.37842, -75.19531, -75.10376, -75.3479, -75.50049, 
0.0743, -75.40894, -75.37842, -75.37842, -75.25635, -75.3479, -75.19531, -75.65308, -75.43945, -75.59204, -75.62256, -75.37842, -75.40894, -75.53101, -75.37842, -75.07324, -75.53101, -75.22583, -75.43945, -75.31738, -75.43945, 
0.0744, -75.19531, -75.31738, -75.43945, -74.92065, -75.46997, -75.31738, -75.40894, -75.62256, -75.16479, -75.77515, -75.46997, -75.37842, -75.56152, -75.37842, -75.16479, -75.46997, -75.25635, -75.22583, -75.46997, -75.16479, 
0.0745, -75.56152, -75.28687, -75.50049, -75.25635, -75.37842, -75.3479, -75.74463, -75.40894, -75.65308, -75.37842, -75.53101, -75.37842, -75.13428, -75.25635, -75.46997, -75.13428, -75.50049, -75.25635, -75.25635, -75.62256, 
0.0746, -75.46997, -75.16479, -75.40894, -75.22583, -75.46997, -75.40894, -75.22583, -75.74463, -75.56152, -75.68359, -75.50049, -75.65308, -75.43945, -75.22583, -75.16479, -75.50049, -75.28687, -75.37842, -75.04272, -75.43945, 
